date,total_inflows,total_outflows,net_liquidity_position,alm_gap,cumulative_alm_gap,liquidity_coverage_ratio,funding_stress_flag,liquidity_risk_score,repo_rate,cp_rate,rate_spread,market_stress_flag
2022-01-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1259729630435.5012,16.29979846698477,0,593028.5880831524,5.33,5.8,0.46999999999999975,1
2022-01-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1326031189932.1064,16.29979846698477,0,616123.7818722381,5.85,5.51,-0.33999999999999986,0
2022-01-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1392332749428.7117,16.29979846698477,0,549001.7180193492,6.29,6.57,0.28000000000000025,0
2022-01-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1458634308925.317,16.29979846698477,0,572277.0245833006,5.45,8.09,2.6399999999999997,1
2022-01-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1524935868421.922,16.29979846698477,0,616682.8566664215,4.17,7.82,3.6500000000000004,0
2022-01-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1591237427918.5273,16.29979846698477,0,599597.1878955296,6.73,7.96,1.2299999999999995,1
2022-01-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1657538987415.1326,16.29979846698477,0,619078.0422735721,6.66,6.39,-0.27000000000000046,0
2022-01-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1723840546911.7378,16.29979846698477,0,616325.5321037741,4.44,7.27,2.829999999999999,1
2022-01-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1790142106408.343,16.29979846698477,0,623507.1735186381,6.25,7.17,0.9199999999999999,0
2022-01-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1856443665904.9482,16.29979846698477,0,552395.6578379656,4.82,5.34,0.5199999999999996,1
2022-01-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1922745225401.5535,16.29979846698477,0,651425.863431647,6.58,8.25,1.67,0
2022-01-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,1989046784898.1587,16.29979846698477,0,617354.7966268059,5.36,8.75,3.3899999999999997,0
2022-01-31,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2055348344394.764,16.29979846698477,0,603193.2264895068,5.4,6.05,0.6499999999999995,1
2022-02-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2121649903891.3691,16.29979846698477,0,626686.4554358721,6.29,7.24,0.9500000000000002,0
2022-02-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2187951463387.9744,16.29979846698477,0,576447.7927999323,7.39,5.61,-1.7799999999999994,0
2022-02-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2254253022884.5796,16.29979846698477,0,599707.6857443443,7.1,6.95,-0.14999999999999947,0
2022-02-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2320554582381.185,16.29979846698477,0,595402.7502198085,6.55,8.49,1.9400000000000004,0
2022-02-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2386856141877.7905,16.29979846698477,0,626749.2425691955,6.51,6.73,0.22000000000000064,0
2022-02-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2453157701374.396,16.29979846698477,0,613968.6735319494,4.59,5.44,0.8500000000000005,1
2022-02-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2519459260871.0015,16.29979846698477,0,599322.5725922934,6.85,8.45,1.5999999999999996,1
2022-02-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2585760820367.607,16.29979846698477,0,630231.9892998012,7.03,6.95,-0.08000000000000007,0
2022-02-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2652062379864.2124,16.29979846698477,0,580033.042913838,6.15,5.61,-0.54,0
2022-02-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2718363939360.818,16.29979846698477,0,651514.8073260457,4.76,7.56,2.8,1
2022-02-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2784665498857.4233,16.29979846698477,0,597692.1636077055,6.39,7.55,1.1600000000000001,0
2022-02-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2850967058354.029,16.29979846698477,0,610547.4638490576,4.81,5.71,0.9000000000000004,0
2022-02-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2917268617850.6343,16.29979846698477,0,610291.0311224327,5.53,7.5,1.9699999999999998,0
2022-02-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,2983570177347.2397,16.29979846698477,0,598081.3576903057,6.01,8.93,2.92,0
2022-02-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3049871736843.845,16.29979846698477,0,596791.8828503295,4.75,6.98,2.2300000000000004,0
2022-02-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3116173296340.4507,16.29979846698477,0,631455.1407299716,4.77,6.24,1.4700000000000006,0
2022-02-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3182474855837.056,16.29979846698477,0,640022.7750582494,6.43,8.1,1.67,1
2022-02-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3248776415333.6616,16.29979846698477,0,605529.6130489701,4.01,5.17,1.1600000000000001,0
2022-02-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3315077974830.267,16.29979846698477,0,586104.7516634036,6.6,5.26,-1.3399999999999999,0
2022-02-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3381379534326.8726,16.29979846698477,0,624239.6491973336,6.93,7.67,0.7400000000000002,1
2022-02-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3447681093823.478,16.29979846698477,0,621277.638951278,7.09,8.82,1.7300000000000004,1
2022-02-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3513982653320.0835,16.29979846698477,0,604019.1091717747,5.35,6.29,0.9400000000000004,1
2022-02-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3580284212816.689,16.29979846698477,0,612653.6684056835,6.58,5.73,-0.8499999999999996,0
2022-02-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3646585772313.2944,16.29979846698477,0,605699.2312613388,4.37,6.53,2.16,1
2022-02-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3712887331809.9,16.29979846698477,0,615014.8816343879,6.67,6.11,-0.5599999999999996,0
2022-02-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3779188891306.5054,16.29979846698477,0,616135.7152473225,4.06,8.85,4.79,0
2022-02-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3845490450803.111,16.29979846698477,0,593173.5496704404,5.11,5.05,-0.0600000000000005,0
2022-02-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3911792010299.7163,16.29979846698477,0,611709.1615099101,5.13,7.51,2.38,0
2022-03-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,3978093569796.322,16.29979846698477,0,631815.3319654135,4.01,8.0,3.99,0
2022-03-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4044395129292.9272,16.29979846698477,0,619801.1728539976,6.94,8.72,1.7800000000000002,1
2022-03-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4110696688789.5327,16.29979846698477,0,623052.980648583,7.14,6.9,-0.23999999999999932,0
2022-03-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4176998248286.138,16.29979846698477,0,615056.8742031167,6.84,6.7,-0.13999999999999968,0
2022-03-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4243299807782.7437,16.29979846698477,0,590666.5730871982,5.69,5.81,0.11999999999999922,0
2022-03-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4309601367279.349,16.29979846698477,0,605911.087417445,6.14,8.26,2.12,0
2022-03-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4375902926775.9546,16.29979846698477,0,621348.6547778723,5.18,7.28,2.1000000000000005,0
2022-03-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4442204486272.56,16.29979846698477,0,575135.87464895,5.72,5.1,-0.6200000000000001,0
2022-03-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4508506045769.165,16.29979846698477,0,638574.4249773505,6.66,7.31,0.6499999999999995,0
2022-03-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4574807605265.7705,16.29979846698477,0,604893.2034535116,7.42,6.07,-1.3499999999999996,0
2022-03-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4641109164762.376,16.29979846698477,0,629201.8178703447,5.43,6.38,0.9500000000000002,1
2022-03-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4707410724258.981,16.29979846698477,0,584017.0965455835,6.21,7.0,0.79,0
2022-03-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4773712283755.587,16.29979846698477,0,600944.5744447082,6.28,6.32,0.040000000000000036,1
2022-03-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4840013843252.192,16.29979846698477,0,638796.959012283,4.79,8.69,3.8999999999999995,0
2022-03-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4906315402748.798,16.29979846698477,0,623055.5799254905,4.98,6.17,1.1899999999999995,0
2022-03-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,4972616962245.403,16.29979846698477,0,624007.459046231,7.49,5.07,-2.42,0
2022-03-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5038918521742.009,16.29979846698477,0,603821.7515424105,5.63,6.71,1.08,1
2022-03-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5105220081238.614,16.29979846698477,0,624098.7547787155,6.82,7.65,0.8300000000000001,1
2022-03-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5171521640735.22,16.29979846698477,0,623193.8060590122,5.91,5.46,-0.4500000000000002,0
2022-03-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5237823200231.825,16.29979846698477,0,552586.3852848584,5.45,7.68,2.2299999999999995,0
2022-03-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5304124759728.431,16.29979846698477,0,606563.5292071566,6.78,7.89,1.1099999999999994,1
2022-03-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5370426319225.036,16.29979846698477,0,629104.670653824,5.35,8.9,3.5500000000000007,1
2022-03-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5436727878721.642,16.29979846698477,0,602385.4880935962,6.74,6.92,0.17999999999999972,1
2022-03-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5503029438218.247,16.29979846698477,0,610548.4625465093,6.42,7.32,0.9000000000000004,1
2022-03-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5569330997714.853,16.29979846698477,0,613718.9414092542,6.8,8.08,1.2800000000000002,1
2022-03-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5635632557211.458,16.29979846698477,0,630887.4363554906,6.64,5.05,-1.5899999999999999,0
2022-03-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5701934116708.063,16.29979846698477,0,583141.3991340915,6.12,6.31,0.1899999999999995,1
2022-03-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5768235676204.669,16.29979846698477,0,597815.6863156012,5.03,5.92,0.8899999999999997,0
2022-03-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5834537235701.274,16.29979846698477,0,599597.757297171,4.52,6.64,2.12,1
2022-03-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5900838795197.88,16.29979846698477,0,608130.3777131767,5.26,8.8,3.540000000000001,1
2022-03-31,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,5967140354694.485,16.29979846698477,0,623344.8662523003,4.94,7.14,2.1999999999999993,1
2022-04-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6033441914191.091,16.29979846698477,0,640972.8194230812,4.25,8.61,4.359999999999999,1
2022-04-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6099743473687.696,16.29979846698477,0,587557.443348285,7.09,5.8,-1.29,0
2022-04-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6166045033184.302,16.29979846698477,0,604863.1681932157,5.19,5.38,0.1899999999999995,1
2022-04-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6232346592680.907,16.29979846698477,0,625862.5804881667,6.03,8.24,2.21,1
2022-04-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6298648152177.513,16.29979846698477,0,571751.0243169084,5.13,5.55,0.41999999999999993,0
2022-04-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6364949711674.118,16.29979846698477,0,602263.5405505787,4.89,5.05,0.16000000000000014,1
2022-04-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6431251271170.724,16.29979846698477,0,629959.614945924,6.62,6.85,0.22999999999999954,0
2022-04-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6497552830667.329,16.29979846698477,0,607142.6305200324,6.0,8.27,2.2699999999999996,0
2022-04-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6563854390163.935,16.29979846698477,0,616678.1028549583,4.65,8.26,3.6099999999999994,0
2022-04-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6630155949660.54,16.29979846698477,0,612830.3178190852,4.94,7.11,2.17,0
2022-04-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6696457509157.1455,16.29979846698477,0,617885.8430472062,5.44,5.53,0.08999999999999986,1
2022-04-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6762759068653.751,16.29979846698477,0,619654.3109727137,4.1,7.77,3.67,1
2022-04-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6829060628150.356,16.29979846698477,0,580554.3823109603,4.84,6.31,1.4699999999999998,1
2022-04-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6895362187646.962,16.29979846698477,0,604599.9321354636,5.93,6.6,0.6699999999999999,0
2022-04-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,6961663747143.567,16.29979846698477,0,619979.818608482,4.68,8.1,3.42,1
2022-04-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7027965306640.173,16.29979846698477,0,573629.6447688586,4.01,7.86,3.8500000000000005,0
2022-04-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7094266866136.778,16.29979846698477,0,551171.1686892039,6.71,8.21,1.5000000000000009,1
2022-04-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7160568425633.384,16.29979846698477,0,596486.1102985812,5.51,5.68,0.16999999999999993,0
2022-04-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7226869985129.989,16.29979846698477,0,608049.2760425152,4.71,8.81,4.1000000000000005,1
2022-04-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7293171544626.595,16.29979846698477,0,615920.2436386922,5.88,7.91,2.0300000000000002,1
2022-04-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7359473104123.2,16.29979846698477,0,612631.8119514618,5.74,5.89,0.14999999999999947,0
2022-04-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7425774663619.806,16.29979846698477,0,596857.2572487338,7.28,6.18,-1.1000000000000005,0
2022-04-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7492076223116.411,16.29979846698477,0,595522.7707883713,4.48,7.99,3.51,0
2022-04-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7558377782613.017,16.29979846698477,0,621721.1833578581,6.51,8.56,2.0500000000000007,1
2022-04-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7624679342109.622,16.29979846698477,0,612645.2657281377,6.21,8.24,2.0300000000000002,0
2022-04-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7690980901606.228,16.29979846698477,0,620164.2224687316,4.39,6.05,1.6600000000000001,0
2022-04-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7757282461102.833,16.29979846698477,0,642889.9672443315,4.11,6.76,2.6499999999999995,0
2022-04-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7823584020599.438,16.29979846698477,0,603433.9361608335,6.4,5.74,-0.6600000000000001,0
2022-04-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7889885580096.044,16.29979846698477,0,612344.0727602754,4.43,6.34,1.9100000000000001,1
2022-04-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,7956187139592.649,16.29979846698477,0,591913.5113395803,7.47,5.94,-1.5299999999999994,0
2022-05-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8022488699089.255,16.29979846698477,0,630305.3910904251,4.26,8.35,4.09,0
2022-05-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8088790258585.86,16.29979846698477,0,625700.9297072003,4.3,6.66,2.3600000000000003,0
2022-05-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8155091818082.466,16.29979846698477,0,597160.1823867025,6.77,7.38,0.6100000000000003,1
2022-05-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8221393377579.071,16.29979846698477,0,601791.177852522,5.37,6.09,0.7199999999999998,1
2022-05-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8287694937075.677,16.29979846698477,0,642002.599904864,5.63,8.73,3.1000000000000005,0
2022-05-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8353996496572.282,16.29979846698477,0,621708.5904233671,6.96,5.93,-1.0300000000000002,0
2022-05-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8420298056068.888,16.29979846698477,0,612256.818170526,4.16,6.74,2.58,0
2022-05-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8486599615565.493,16.29979846698477,0,627669.4458834026,5.15,6.87,1.7199999999999998,1
2022-05-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8552901175062.099,16.29979846698477,0,590749.2332499844,5.54,8.94,3.3999999999999995,1
2022-05-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8619202734558.704,16.29979846698477,0,607961.9350535636,5.59,7.57,1.9800000000000004,0
2022-05-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8685504294055.31,16.29979846698477,0,615588.3582381371,4.47,7.83,3.3600000000000003,1
2022-05-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8751805853551.915,16.29979846698477,0,601810.5323369878,6.01,7.32,1.3100000000000005,1
2022-05-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8818107413048.52,16.29979846698477,0,559340.7519509387,5.29,8.42,3.13,1
2022-05-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8884408972545.125,16.29979846698477,0,593082.9205149146,7.29,8.94,1.6499999999999995,0
2022-05-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,8950710532041.73,16.29979846698477,0,631372.1185510518,6.65,6.59,-0.0600000000000005,0
2022-05-16,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9017012091538.336,16.29979846698477,0,595408.8264875792,6.82,8.54,1.7199999999999989,1
2022-05-17,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9083313651034.941,16.29979846698477,0,601733.972833581,5.48,8.56,3.08,1
2022-05-18,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9149615210531.547,16.29979846698477,0,591643.9743491145,6.25,5.14,-1.1100000000000003,0
2022-05-19,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9215916770028.152,16.29979846698477,0,598878.3396288678,4.34,7.33,2.99,0
2022-05-20,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9282218329524.758,16.29979846698477,0,569786.6872941859,4.39,6.57,2.1800000000000006,0
2022-05-21,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9348519889021.363,16.29979846698477,0,584217.3349487139,6.82,7.07,0.25,0
2022-05-22,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9414821448517.969,16.29979846698477,0,586977.0528227146,5.96,6.1,0.13999999999999968,0
2022-05-23,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9481123008014.574,16.29979846698477,0,592984.4483240491,6.68,5.36,-1.3199999999999994,0
2022-05-24,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9547424567511.18,16.29979846698477,0,608200.5085198266,5.36,6.48,1.12,0
2022-05-25,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9613726127007.785,16.29979846698477,0,584808.0036494277,6.3,7.49,1.1900000000000004,0
2022-05-26,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9680027686504.39,16.29979846698477,0,594412.6209950893,6.96,5.07,-1.8899999999999997,0
2022-05-27,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9746329246000.996,16.29979846698477,0,605559.7394263046,4.66,8.14,3.4800000000000004,0
2022-05-28,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9812630805497.602,16.29979846698477,0,608171.5467628272,4.87,5.68,0.8099999999999996,0
2022-05-29,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9878932364994.207,16.29979846698477,0,632646.5624022475,6.11,8.0,1.8899999999999997,0
2022-05-30,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,9945233924490.812,16.29979846698477,0,612858.8953206077,6.31,5.57,-0.7399999999999993,0
2022-05-31,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10011535483987.418,16.29979846698477,0,584638.4928225299,4.08,6.53,2.45,1
2022-06-01,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10077837043484.023,16.29979846698477,0,619964.7547444556,6.17,5.11,-1.0599999999999996,0
2022-06-02,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10144138602980.629,16.29979846698477,0,600892.6828258643,6.91,7.31,0.39999999999999947,0
2022-06-03,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10210440162477.234,16.29979846698477,0,616936.262821562,4.35,7.3,2.95,0
2022-06-04,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10276741721973.84,16.29979846698477,0,643989.6421734751,6.96,7.03,0.07000000000000028,0
2022-06-05,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10343043281470.445,16.29979846698477,0,598224.1809510734,7.25,5.47,-1.7800000000000002,0
2022-06-06,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10409344840967.05,16.29979846698477,0,625453.0318886057,6.42,6.3,-0.1200000000000001,0
2022-06-07,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10475646400463.656,16.29979846698477,0,629891.8819817597,4.04,6.23,2.1900000000000004,1
2022-06-08,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10541947959960.262,16.29979846698477,0,608107.7173648152,5.94,7.73,1.79,0
2022-06-09,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10608249519456.867,16.29979846698477,0,582709.2270978921,4.54,7.88,3.34,0
2022-06-10,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10674551078953.473,16.29979846698477,0,589612.5061514244,5.07,7.94,2.87,1
2022-06-11,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10740852638450.078,16.29979846698477,0,642850.4862878853,5.13,7.73,2.6000000000000005,0
2022-06-12,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10807154197946.684,16.29979846698477,0,587758.8914540615,4.35,6.74,2.3900000000000006,1
2022-06-13,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10873455757443.29,16.29979846698477,0,620332.3561477496,4.21,5.17,0.96,1
2022-06-14,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,10939757316939.895,16.29979846698477,0,582403.6349659073,4.24,8.74,4.5,0
2022-06-15,70635051838.98332,4333492342.378008,66301559496.605316,66301559496.605316,11006058876436.5,16.29979846698477,0,601812.3532396562,6.17,7.67,1.5,0
